[2026-08-24 22:14:25] [INFO    ] discord.client: logging in using static token
[2026-08-24 22:15:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:46.729000+00:00', 'pinned': False, 'nonce': '1541420754011160576', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420757198970990', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '100', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:46] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:47.193000+00:00', 'pinned': False, 'nonce': '15252585129747756169', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420759144988803', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Dealer's cards: 4♣ + ? = ?", 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:46] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:46] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Dealer's cards: 4\u2663 + ? = ?","components":[],"nonce":"15252585129747756169","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:46] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': "Dealer's cards: 4♣ + ? = ?", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:47.193000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420759144988803', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15252585129747756169'}
[2026-08-24 22:15:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:47.602000+00:00', 'pinned': False, 'nonce': '4194540608564966425', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420760860725358', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Your cards: Q♥ + 7♥ = 17', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:47] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:47] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Your cards: Q\u2665 + 7\u2665 = 17","components":[],"nonce":"4194540608564966425","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:47] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Your cards: Q♥ + 7♥ = 17', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:47.602000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420760860725358', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4194540608564966425'}
[2026-08-24 22:15:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:47.999000+00:00', 'pinned': False, 'nonce': '1338038486530670594', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420762525732935', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Do you want to (h)it or (s)tand?', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:47] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:47] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Do you want to (h)it or (s)tand?","components":[],"nonce":"1338038486530670594","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:47] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Do you want to (h)it or (s)tand?', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:47.999000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420762525732935', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1338038486530670594'}
[2026-08-24 22:15:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2026-08-24 22:15:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:15:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:50.997000+00:00', 'pinned': False, 'nonce': '1541420772109582336', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420775100391424', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 's', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:50] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:51.351000+00:00', 'pinned': False, 'nonce': '16716777121597070129', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420776585166918', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You stand with 17', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:51] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"You stand with 17","components":[],"nonce":"16716777121597070129","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'You stand with 17', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:51.351000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420776585166918', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16716777121597070129'}
[2026-08-24 22:15:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:51.753000+00:00', 'pinned': False, 'nonce': '1797504758291290301', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420778271145994', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Dealer hits A♥', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:51] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Dealer hits A\u2665","components":[],"nonce":"1797504758291290301","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Dealer hits A♥', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:51.753000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420778271145994', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '1797504758291290301'}
[2026-08-24 22:15:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:52.139000+00:00', 'pinned': False, 'nonce': '17884542002099948417', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420779890016256', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '= 19.', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:51] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"= 19.","components":[],"nonce":"17884542002099948417","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': '= 19.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:52.139000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420779890016256', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17884542002099948417'}
[2026-08-24 22:15:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:52.517000+00:00', 'pinned': False, 'nonce': '15921114470932825786', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420781475594303', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Dealer stands with 19.', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:52] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Dealer stands with 19.","components":[],"nonce":"15921114470932825786","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Dealer stands with 19.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:52.517000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420781475594303', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15921114470932825786'}
[2026-08-24 22:15:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:53.013000+00:00', 'pinned': False, 'nonce': '10533522114160029628', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420783555846206', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Dealer wins with 19.', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:52] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"Dealer wins with 19.","components":[],"nonce":"10533522114160029628","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'Dealer wins with 19.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:53.013000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420783555846206', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10533522114160029628'}
[2026-08-24 22:15:52] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-08-24 22:16:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 22.
[2026-08-24 22:16:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:17:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 23, 'op': 0, 'd': {'user_id': '707396728944590879', 'timestamp': 1787573823, 'member': {'user': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'display_name': 'lumberloonfreeze', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1539585182036660334', 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:02] [DEBUG   ] discord.client: Dispatching event typing
[2026-08-24 22:17:02] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-08-24 22:17:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:05.161000+00:00', 'pinned': False, 'nonce': '1541421082932674560', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421086166482984', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'pls blackjack', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:04] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:04] [DEBUG   ] discord.client: Dispatching event command
[2026-08-24 22:17:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:05.657000+00:00', 'pinned': False, 'nonce': '5904718683946510823', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421088246861894', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'How much do you bet?', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:05] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:17:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"How much do you bet? ","components":[],"nonce":"5904718683946510823","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:17:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'How much do you bet?', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:17:05.657000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541421088246861894', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5904718683946510823'}
[2026-08-24 22:17:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 26, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:17:07.403000+00:00', 'pinned': False, 'nonce': '1541421092478910464', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541421095570116638', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '100', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:17:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:17:07] [DEBUG   ] discord.client: Dispatching event message
